วันที่,เวลา,รหัสสินค้า,ชื่อเมนู,จำนวน,ราคาต่อหน่วย,ยอดรวม,ช่องทาง,รหัสสมาชิก
2026-06-16,13:52,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-16,13:56,B02,บราวนี่,1,55,55,Grab,
2026-06-17,07:24,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M024
2026-06-17,07:35,B03,เค้กกล้วยหอม,1,45,45,หน้าร้าน,M012
2026-06-17,07:59,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-06-17,08:11,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M015
2026-06-17,08:21,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,M007
2026-06-17,10:18,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-06-17,12:11,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-17,12:13,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-06-17,12:14,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-17,13:24,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-17,13:52,C04,คาปูชิโน่,1,70,70,Grab,
2026-06-17,15:23,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-06-17,15:29,C02,อเมริกาโน่เย็น,3,60,180,หน้าร้าน,
2026-06-17,15:35,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-17,15:44,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-17,16:42,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-06-18,07:06,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M012
2026-06-18,07:08,B02,บราวนี่,1,55,55,หน้าร้าน,M012
2026-06-18,07:25,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M003
2026-06-18,07:35,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-18,07:40,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-18,07:54,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-06-18,08:32,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,
2026-06-18,08:56,N01,ชาไทยเย็น,1,60,60,Grab,
2026-06-18,08:57,B02,บราวนี่,2,55,110,หน้าร้าน,M001
2026-06-18,09:40,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-06-18,10:41,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-06-18,10:54,C05,มอคค่าเย็น,2,75,150,หน้าร้าน,
2026-06-18,12:47,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M016
2026-06-18,12:54,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-18,13:36,B04,คุกกี้ช็อกโกแลตชิพ,3,35,105,หน้าร้าน,
2026-06-18,13:45,N04,น้ำส้มคั้นสด,2,50,100,หน้าร้าน,
2026-06-18,15:36,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M007
2026-06-19,07:05,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,M001
2026-06-19,07:09,C05,มอคค่าเย็น,2,75,150,Grab,
2026-06-19,07:16,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,
2026-06-19,08:08,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-19,08:09,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-19,08:25,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-06-19,09:08,C04,คาปูชิโน่,3,70,210,หน้าร้าน,
2026-06-19,09:22,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-06-19,09:23,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-19,09:49,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M015
2026-06-19,09:49,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-06-19,10:10,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-06-19,11:19,C04,คาปูชิโน่,3,70,210,LINE MAN,
2026-06-19,11:24,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-19,13:21,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-19,13:44,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M003
2026-06-20,07:06,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-20,07:19,C05,มอคค่าเย็น,2,75,150,หน้าร้าน,M012
2026-06-20,07:24,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-20,08:01,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M024
2026-06-20,08:07,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-20,08:17,B01,ครัวซองต์เนยสด,1,65,65,Grab,
2026-06-20,08:19,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-06-20,08:24,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-06-20,08:27,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,
2026-06-20,08:27,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,M014
2026-06-20,08:28,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
2026-06-20,08:42,C05,มอคค่าเย็น,1,75,75,Grab,
2026-06-20,08:43,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M003
2026-06-20,08:51,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-06-20,09:06,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M007
2026-06-20,09:31,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-06-20,09:32,B03,เค้กกล้วยหอม,2,45,90,หน้าร้าน,M023
2026-06-20,09:47,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-20,09:53,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-20,10:28,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-06-20,10:37,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,M023
2026-06-20,12:13,C04,คาปูชิโน่,2,70,140,หน้าร้าน,
2026-06-20,13:34,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M017
2026-06-20,15:34,N01,ชาไทยเย็น,2,60,120,Grab,
2026-06-20,16:11,N01,ชาไทยเย็น,1,60,60,Grab,
2026-06-20,16:20,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M020
2026-06-20,17:43,N02,มัทฉะลาเต้,3,85,255,หน้าร้าน,
2026-06-21,07:20,B01,ครัวซองต์เนยสด,2,65,130,หน้าร้าน,
2026-06-21,07:23,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M001
2026-06-21,07:34,C06,กาแฟโบราณ (เอสเย็น),3,45,135,หน้าร้าน,
2026-06-21,07:51,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M025
2026-06-21,07:59,B02,บราวนี่,1,55,55,Grab,
2026-06-21,08:02,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-21,08:13,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,
2026-06-21,08:17,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-21,08:18,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-06-21,08:45,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-06-21,09:13,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-06-21,09:43,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,
2026-06-21,10:17,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-06-21,11:33,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-21,12:48,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M005
2026-06-21,13:31,N01,ชาไทยเย็น,1,60,60,Grab,
2026-06-21,13:49,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-06-21,13:52,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-06-21,14:05,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-06-21,14:39,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-06-21,15:41,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,M015
2026-06-21,15:52,C02,อเมริกาโน่เย็น,3,60,180,หน้าร้าน,
2026-06-21,16:12,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,M009
2026-06-21,16:23,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-21,17:27,N03,โกโก้เย็น,1,65,65,LINE MAN,
2026-06-21,17:49,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,
2026-06-21,17:55,N02,มัทฉะลาเต้,2,85,170,Grab,
2026-06-22,07:39,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-22,07:45,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M024
2026-06-22,08:05,C04,คาปูชิโน่,1,70,70,LINE MAN,
2026-06-22,08:23,C02,อเมริกาโน่เย็น,2,60,120,LINE MAN,
2026-06-22,08:36,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M006
2026-06-22,08:38,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,M008
2026-06-22,08:57,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-06-22,08:59,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-06-22,09:49,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-06-22,10:07,C03,ลาเต้เย็น,1,70,70,Grab,
2026-06-22,10:26,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-22,11:19,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,M012
2026-06-22,11:49,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-06-22,12:40,N03,โกโก้เย็น,2,65,130,หน้าร้าน,
2026-06-22,13:34,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-06-22,14:36,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-06-22,15:00,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,Grab,
2026-06-22,15:49,B03,เค้กกล้วยหอม,1,45,45,หน้าร้าน,
2026-06-22,16:20,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,M024
2026-06-23,07:29,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M015
2026-06-23,08:49,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M002
2026-06-23,08:49,N03,โกโก้เย็น,1,65,65,Grab,
2026-06-23,08:58,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-06-23,09:20,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M001
2026-06-23,09:31,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,หน้าร้าน,
2026-06-23,09:32,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-06-23,09:47,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M002
2026-06-23,09:53,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-23,10:02,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,M011
2026-06-23,10:40,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,
2026-06-23,10:44,B03,เค้กกล้วยหอม,1,45,45,หน้าร้าน,
2026-06-23,10:58,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-06-23,13:09,C01,เอสเพรสโซ่,1,55,55,LINE MAN,
2026-06-23,14:00,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M002
2026-06-23,14:05,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-23,14:20,C04,คาปูชิโน่,1,70,70,Grab,
2026-06-23,16:15,C04,คาปูชิโน่,2,70,140,หน้าร้าน,
2026-06-23,17:09,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-24,07:04,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M011
2026-06-24,07:29,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-06-24,07:52,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,M003
2026-06-24,08:08,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M018
2026-06-24,08:17,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-24,08:54,C04,คาปูชิโน่,1,70,70,LINE MAN,
2026-06-24,09:32,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M015
2026-06-24,10:24,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-06-24,10:35,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M007
2026-06-24,11:01,B03,เค้กกล้วยหอม,2,45,90,Grab,
2026-06-24,11:31,C06,กาแฟโบราณ (เอสเย็น),1,45,45,Grab,
2026-06-24,13:24,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-06-24,15:32,C04,คาปูชิโน่,1,70,70,Grab,
2026-06-24,17:33,C05,มอคค่าเย็น,1,75,75,LINE MAN,
2026-06-25,07:42,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-25,08:33,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-25,09:11,B03,เค้กกล้วยหอม,2,45,90,หน้าร้าน,M005
2026-06-25,09:49,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-06-25,10:11,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-06-25,12:18,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-06-25,12:21,C06,กาแฟโบราณ (เอสเย็น),1,45,45,LINE MAN,
2026-06-25,12:42,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,M012
2026-06-25,13:14,N01,ชาไทยเย็น,3,60,180,หน้าร้าน,
2026-06-25,13:31,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-25,13:54,N01,ชาไทยเย็น,1,60,60,Grab,
2026-06-25,15:01,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M016
2026-06-25,16:14,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M001
2026-06-25,16:50,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-06-25,17:10,N01,ชาไทยเย็น,3,60,180,หน้าร้าน,
2026-06-25,17:11,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-26,07:10,N01,ชาไทยเย็น,3,60,180,หน้าร้าน,M016
2026-06-26,07:52,N02,มัทฉะลาเต้,1,85,85,LINE MAN,
2026-06-26,08:04,N01,ชาไทยเย็น,2,60,120,Grab,
2026-06-26,08:06,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M012
2026-06-26,08:20,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-26,08:44,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-06-26,08:44,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-26,09:11,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M003
2026-06-26,09:42,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-26,09:50,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-26,11:27,C02,อเมริกาโน่เย็น,1,60,60,LINE MAN,
2026-06-26,11:39,B02,บราวนี่,2,55,110,หน้าร้าน,
2026-06-26,14:50,B02,บราวนี่,1,55,55,หน้าร้าน,M003
2026-06-26,17:37,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-26,17:56,C06,กาแฟโบราณ (เอสเย็น),2,45,90,หน้าร้าน,
2026-06-27,07:03,B03,เค้กกล้วยหอม,2,45,90,LINE MAN,
2026-06-27,07:12,B02,บราวนี่,1,55,55,Grab,
2026-06-27,07:17,N02,มัทฉะลาเต้,2,85,170,LINE MAN,
2026-06-27,07:36,B03,เค้กกล้วยหอม,2,45,90,หน้าร้าน,
2026-06-27,07:48,N01,ชาไทยเย็น,3,60,180,Grab,
2026-06-27,07:50,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M019
2026-06-27,07:52,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,
2026-06-27,08:09,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-27,08:12,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-27,08:26,C06,กาแฟโบราณ (เอสเย็น),2,45,90,หน้าร้าน,
2026-06-27,08:36,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-06-27,08:41,N01,ชาไทยเย็น,1,60,60,Grab,
2026-06-27,08:46,C06,กาแฟโบราณ (เอสเย็น),1,45,45,LINE MAN,
2026-06-27,08:51,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M021
2026-06-27,08:52,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-27,08:53,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M007
2026-06-27,08:55,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-27,08:57,C05,มอคค่าเย็น,1,75,75,LINE MAN,
2026-06-27,09:20,N03,โกโก้เย็น,2,65,130,หน้าร้าน,
2026-06-27,09:43,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M012
2026-06-27,10:06,B01,ครัวซองต์เนยสด,2,65,130,หน้าร้าน,
2026-06-27,10:38,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-06-27,12:55,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-27,12:57,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M018
2026-06-27,12:59,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,M023
2026-06-27,13:05,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,M001
2026-06-27,13:39,N01,ชาไทยเย็น,2,60,120,Grab,
2026-06-27,14:32,C06,กาแฟโบราณ (เอสเย็น),2,45,90,หน้าร้าน,M015
2026-06-27,14:41,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-27,14:49,N03,โกโก้เย็น,1,65,65,Grab,
2026-06-27,15:44,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-06-27,17:40,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-28,07:05,B03,เค้กกล้วยหอม,2,45,90,หน้าร้าน,M018
2026-06-28,07:06,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-28,07:06,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-28,07:56,N02,มัทฉะลาเต้,2,85,170,หน้าร้าน,
2026-06-28,08:01,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-28,08:03,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,M016
2026-06-28,08:07,B02,บราวนี่,1,55,55,หน้าร้าน,M005
2026-06-28,08:30,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-28,08:43,B02,บราวนี่,1,55,55,LINE MAN,
2026-06-28,08:44,B02,บราวนี่,1,55,55,Grab,
2026-06-28,08:45,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-28,08:55,C04,คาปูชิโน่,2,70,140,หน้าร้าน,M003
2026-06-28,09:12,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,M007
2026-06-28,09:35,C03,ลาเต้เย็น,2,70,140,LINE MAN,
2026-06-28,09:45,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-28,09:55,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-28,09:57,C02,อเมริกาโน่เย็น,2,60,120,Grab,
2026-06-28,10:13,N03,โกโก้เย็น,1,65,65,LINE MAN,
2026-06-28,10:19,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,M020
2026-06-28,10:27,B02,บราวนี่,3,55,165,หน้าร้าน,
2026-06-28,12:00,C04,คาปูชิโน่,1,70,70,หน้าร้าน,M005
2026-06-28,12:32,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-06-28,13:49,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-28,15:48,B01,ครัวซองต์เนยสด,1,65,65,หน้าร้าน,
2026-06-28,16:24,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-06-28,17:21,C06,กาแฟโบราณ (เอสเย็น),1,45,45,หน้าร้าน,
2026-06-28,17:22,N03,โกโก้เย็น,1,65,65,Grab,
2026-06-29,07:43,B02,บราวนี่,2,55,110,หน้าร้าน,
2026-06-29,08:03,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-06-29,08:08,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M018
2026-06-29,08:24,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-29,08:42,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-06-29,08:45,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-06-29,08:51,N02,มัทฉะลาเต้,1,85,85,Grab,
2026-06-29,09:36,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-06-29,09:46,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,
2026-06-29,09:56,C06,กาแฟโบราณ (เอสเย็น),1,45,45,LINE MAN,
2026-06-29,12:06,B03,เค้กกล้วยหอม,1,45,45,หน้าร้าน,
2026-06-29,14:35,B02,บราวนี่,1,55,55,Grab,
2026-06-29,14:56,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,M012
2026-06-29,16:17,B02,บราวนี่,1,55,55,หน้าร้าน,M012
2026-06-29,16:32,B02,บราวนี่,2,55,110,หน้าร้าน,M008
2026-06-30,07:26,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M015
2026-06-30,07:28,N04,น้ำส้มคั้นสด,1,50,50,หน้าร้าน,
2026-06-30,07:31,N03,โกโก้เย็น,1,65,65,หน้าร้าน,M003
2026-06-30,07:54,C05,มอคค่าเย็น,1,75,75,หน้าร้าน,
2026-06-30,08:39,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,M006
2026-06-30,09:06,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-06-30,09:08,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-06-30,09:21,C05,มอคค่าเย็น,1,75,75,LINE MAN,
2026-06-30,09:32,N03,โกโก้เย็น,2,65,130,หน้าร้าน,M004
2026-06-30,09:35,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-06-30,09:38,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-06-30,10:44,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-06-30,11:44,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-06-30,12:32,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,M019
2026-06-30,13:39,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-06-30,14:35,B02,บราวนี่,2,55,110,หน้าร้าน,
2026-06-30,15:31,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,M007
2026-06-30,16:18,N01,ชาไทยเย็น,1,60,60,Grab,
2026-06-30,17:03,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-01,07:17,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,M007
2026-07-01,07:22,C06,กาแฟโบราณ (เอสเย็น),2,45,90,หน้าร้าน,
2026-07-01,07:24,C05,มอคค่าเย็น,3,75,225,หน้าร้าน,M001
2026-07-01,07:59,C04,คาปูชิโน่,1,70,70,หน้าร้าน,
2026-07-01,08:46,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,Grab,
2026-07-01,08:50,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-01,09:39,B02,บราวนี่,2,55,110,หน้าร้าน,
2026-07-01,10:01,C05,มอคค่าเย็น,1,75,75,Grab,
2026-07-01,10:15,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-07-01,10:26,N01,ชาไทยเย็น,1,60,60,LINE MAN,
2026-07-01,12:11,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,Grab,
2026-07-01,12:12,N01,ชาไทยเย็น,2,60,120,หน้าร้าน,
2026-07-01,12:31,N04,น้ำส้มคั้นสด,1,50,50,Grab,
2026-07-01,12:33,C03,ลาเต้เย็น,1,70,70,Grab,
2026-07-01,12:57,B02,บราวนี่,1,55,55,หน้าร้าน,
2026-07-01,13:33,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-01,14:44,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-01,15:42,C04,คาปูชิโน่,1,70,70,Grab,
2026-07-01,15:45,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-01,16:43,B02,บราวนี่,1,55,55,หน้าร้าน,M001
2026-07-02,07:00,N02,มัทฉะลาเต้,1,85,85,หน้าร้าน,
2026-07-02,08:04,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-02,08:41,C03,ลาเต้เย็น,1,70,70,หน้าร้าน,M018
2026-07-02,09:06,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,
2026-07-02,09:21,C01,เอสเพรสโซ่,1,55,55,Grab,
2026-07-02,09:40,C06,กาแฟโบราณ (เอสเย็น),1,45,45,LINE MAN,
2026-07-02,09:52,B04,คุกกี้ช็อกโกแลตชิพ,2,35,70,Grab,
2026-07-02,10:40,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-02,12:04,C05,มอคค่าเย็น,1,75,75,Grab,
2026-07-02,12:30,C02,อเมริกาโน่เย็น,1,60,60,หน้าร้าน,
2026-07-02,12:38,C02,อเมริกาโน่เย็น,2,60,120,หน้าร้าน,
2026-07-02,13:46,N02,มัทฉะลาเต้,3,85,255,Grab,
2026-07-02,14:18,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,หน้าร้าน,
2026-07-02,15:52,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-03,07:02,C01,เอสเพรสโซ่,1,55,55,หน้าร้าน,
2026-07-03,07:23,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-03,08:25,C03,ลาเต้เย็น,2,70,140,หน้าร้าน,M017
2026-07-03,08:37,N01,ชาไทยเย็น,1,60,60,Grab,
2026-07-03,08:42,C03,ลาเต้เย็น,2,70,140,LINE MAN,
2026-07-03,08:47,N03,โกโก้เย็น,2,65,130,Grab,
2026-07-03,09:14,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-03,09:20,B04,คุกกี้ช็อกโกแลตชิพ,1,35,35,LINE MAN,
2026-07-03,09:21,N01,ชาไทยเย็น,1,60,60,หน้าร้าน,
2026-07-03,09:22,N03,โกโก้เย็น,1,65,65,Grab,
2026-07-03,09:29,B02,บราวนี่,1,55,55,หน้าร้าน,M021
2026-07-03,09:35,C02,อเมริกาโน่เย็น,1,60,60,Grab,
2026-07-03,10:16,N03,โกโก้เย็น,1,65,65,หน้าร้าน,
2026-07-03,10:36,N02,มัทฉะลาเต้,3,85,255,หน้าร้าน,
2026-07-03,11:05,B02,บราวนี่,2,55,110,Grab,
2026-07-03,11:10,N03,โกโก้เย็น,1,65,65,Grab,
